Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2019M05,"May  2019",364,"Iran (Islamic Republic of)",52.45795,,,-50.8735,,,,,"No value reported or collected"
2019M05,"May  2019",368,"Iraq",65.19271,,,1.593,,,,,"No value reported or collected"
2019M05,"May  2019",372,"Ireland",56.62031,,,-0.0743,,,,,"No value reported or collected"
2019M05,"May  2019",376,"Israel",114.61108,,,0.7021,,,,,"No value reported or collected"
2019M05,"May  2019",380,"Italy",289.22865,,,3.1268,,,,,"No value reported or collected"
2019M05,"May  2019",388,"Jamaica",103.80153,,,4.2041,,,,,"No value reported or collected"
2019M05,"May  2019",392,"Japan",409.12071,,,2.5463,,,,,"No value reported or collected"
2019M05,"May  2019",400,"Jordan",67.67801,,,-12.9248,,,,,"No value reported or collected"
2019M05,"May  2019",404,"Kenya",61.39255,,,-16.4706,,,,,"No value reported or collected"
2019M05,"May  2019",296,"Kiribati",5.05057,,,-66.4263,,,,,"No value reported or collected"
2019M05,"May  2019",414,"Kuwait",43.35031,,,28.9378,,,,,"No value reported or collected"
2019M05,"May  2019",428,"Latvia",34.09441,,,6.1057,,,,,"No value reported or collected"
2019M05,"May  2019",422,"Lebanon",93.76395,,,-10.994,,,,,"No value reported or collected"
2019M05,"May  2019",430,"Liberia",21.42452,,,-5.5978,,,,,"No value reported or collected"
2019M05,"May  2019",434,"Libya",58.21264,,,9.2615,,,,,"No value reported or collected"
2019M05,"May  2019",440,"Lithuania",60.49144,,,-4.6686,,,,,"No value reported or collected"
2019M05,"May  2019",450,"Madagascar",28.35426,,,-9.0899,,,,,"No value reported or collected"
2019M05,"May  2019",458,"Malaysia",464.40866,,,-1.7707,,,,,"No value reported or collected"
2019M05,"May  2019",462,"Maldives",18.84815,,,4.8077,,,,,"No value reported or collected"
2019M05,"May  2019",470,"Malta",131.39146,,,-8.2856,,,,,"No value reported or collected"
2019M05,"May  2019",584,"Marshall Islands",15.43877,,,-32.469,,,,,"No value reported or collected"
2019M05,"May  2019",474,"Martinique",36.6524,,,3.7634,,,,,"No value reported or collected"
2019M05,"May  2019",478,"Mauritania",29.86184,,,-13.3245,,,,,"No value reported or collected"
2019M05,"May  2019",480,"Mauritius",71.68401,,,3.0007,,,,,"No value reported or collected"
2019M05,"May  2019",175,"Mayotte",18.91879,,,-6.3218,,,,,"No value reported or collected"
2019M05,"May  2019",484,"Mexico",167.21733,,,3.1011,,,,,"No value reported or collected"
2019M05,"May  2019",583,"Micronesia (Federated States of)",12.82949,,,1.0224,,,,,"No value reported or collected"
2019M05,"May  2019",499,"Montenegro",9.41662,,,-3.6541,,,,,"No value reported or collected"
2019M05,"May  2019",500,"Montserrat",13.99378,,,0,,,,,"No value reported or collected"
2019M05,"May  2019",504,"Morocco",203.52112,,,-9.6655,,,,,"No value reported or collected"
2019M05,"May  2019",508,"Mozambique",40.4303,,,-0.4981,,,,,"No value reported or collected"
2019M05,"May  2019",104,"Myanmar",38.60754,,,-11.3725,,,,,"No value reported or collected"
2019M05,"May  2019",516,"Namibia",44.88739,,,3.3213,,,,,"No value reported or collected"
2019M05,"May  2019",520,"Nauru",5.0002,,,0,,,,,"No value reported or collected"
2019M05,"May  2019",528,"Netherlands (Kingdom of the)",410.17345,,,-1.4784,,,,,"No value reported or collected"
2019M05,"May  2019",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M05,"May  2019",540,"New Caledonia",36.80391,,,-6.1751,,,,,"No value reported or collected"
2019M05,"May  2019",554,"New Zealand",94.79017,,,9.8754,,,,,"No value reported or collected"
2019M05,"May  2019",558,"Nicaragua",21.04969,,,-21.3455,,,,,"No value reported or collected"
2019M05,"May  2019",566,"Nigeria",77.44715,,,0.1325,,,,,"No value reported or collected"
2019M05,"May  2019",574,"Norfolk Island",2.50278,,,-50.424,,,,,"No value reported or collected"
2019M05,"May  2019",580,"Northern Mariana Islands",16.58847,,,0.781,,,,,"No value reported or collected"
2019M05,"May  2019",578,"Norway",62.59443,,,8.2517,,,,,"No value reported or collected"
2019M05,"May  2019",512,"Oman",154.57614,,,5.3166,,,,,"No value reported or collected"
2019M05,"May  2019",586,"Pakistan",112.93226,,,-7.643,,,,,"No value reported or collected"
2019M05,"May  2019",585,"Palau",8.55392,,,-7.631,,,,,"No value reported or collected"
2019M05,"May  2019",591,"Panama",184.59559,,,-3.6953,,,,,"No value reported or collected"
2019M05,"May  2019",598,"Papua New Guinea",44.59202,,,-3.5298,,,,,"No value reported or collected"
2019M05,"May  2019",600,"Paraguay",6.67312,,,49.8765,,,,,"No value reported or collected"
2019M05,"May  2019",604,"Peru",122.24887,,,6.8211,,,,,"No value reported or collected"
2019M05,"May  2019",608,"Philippines",176.85245,,,5.8923,,,,,"No value reported or collected"
2019M05,"May  2019",616,"Poland",123.64674,,,-1.5876,,,,,"No value reported or collected"
2019M05,"May  2019",620,"Portugal",160.61567,,,-13.8296,,,,,"No value reported or collected"
2019M05,"May  2019",630,"Puerto Rico",50.86514,,,27.4527,,,,,"No value reported or collected"
2019M05,"May  2019",634,"Qatar",90.11951,,,6.8742,,,,,"No value reported or collected"
2019M05,"May  2019",410,"Republic of Korea",568.42032,,,2.3876,,,,,"No value reported or collected"
2019M05,"May  2019",498,"Republic of Moldova",3.64284,,,-0.102,,,,,"No value reported or collected"
2019M05,"May  2019",638,"Reunion",45.07013,,,-15.762,,,,,"No value reported or collected"
2019M05,"May  2019",642,"Romania",60.2721,,,-7.5777,,,,,"No value reported or collected"
2019M05,"May  2019",643,"Russian Federation",191.60354,,,-4.7239,,,,,"No value reported or collected"
2019M05,"May  2019",659,"Saint Kitts and Nevis",25.37597,,,9.2639,,,,,"No value reported or collected"
2019M05,"May  2019",662,"Saint Lucia",26.10896,,,-5.0176,,,,,"No value reported or collected"
2019M05,"May  2019",670,"Saint Vincent and the Grenadines",27.44466,,,8.9615,,,,,"No value reported or collected"
2019M05,"May  2019",882,"Samoa",28.99594,,,18.261,,,,,"No value reported or collected"
2019M05,"May  2019",678,"Sao Tome and Principe",15.49046,,,21.7219,,,,,"No value reported or collected"
2019M05,"May  2019",682,"Saudi Arabia",215.17114,,,-3.9904,,,,,"No value reported or collected"
2019M05,"May  2019",686,"Senegal",50.2451,,,-15.7732,,,,,"No value reported or collected"
2019M05,"May  2019",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M05,"May  2019",690,"Seychelles",27.08567,,,21.8072,,,,,"No value reported or collected"
2019M05,"May  2019",694,"Sierra Leone",17.82831,,,-35.7125,,,,,"No value reported or collected"
2019M05,"May  2019",702,"Singapore",575.59737,,,-4.2019,,,,,"No value reported or collected"
2019M05,"May  2019",534,"Sint Maarten (Dutch part)",42.64404,,,5.4295,,,,,"No value reported or collected"
2019M05,"May  2019",705,"Slovenia",70.2843,,,3.0232,,,,,"No value reported or collected"
2019M05,"May  2019",090,"Solomon Islands",34.43217,,,0.4976,,,,,"No value reported or collected"
2019M05,"May  2019",706,"Somalia",26.5345,,,-2.4934,,,,,"No value reported or collected"
2019M05,"May  2019",710,"South Africa",114.50185,,,-3.9913,,,,,"No value reported or collected"
2019M05,"May  2019",724,"Spain",366.82282,,,-3.8859,,,,,"No value reported or collected"
2019M05,"May  2019",144,"Sri Lanka",215.76571,,,-0.4272,,,,,"No value reported or collected"
2019M05,"May  2019",729,"Sudan",22.7504,,,-8.0215,,,,,"No value reported or collected"
2019M05,"May  2019",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M05,"May  2019",740,"Suriname",36.10762,,,3.5333,,,,,"No value reported or collected"
2019M05,"May  2019",752,"Sweden",117.6549,,,-2.7255,,,,,"No value reported or collected"
2019M05,"May  2019",760,"Syrian Arab Republic",31.29347,,,4.2206,,,,,"No value reported or collected"
2019M05,"May  2019",764,"Thailand",221.05173,,,3.0187,,,,,"No value reported or collected"
2019M05,"May  2019",626,"Timor-Leste",11.2689,,,0,,,,,"No value reported or collected"
2019M05,"May  2019",768,"Togo",80.9748,,,-4.3427,,,,,"No value reported or collected"
2019M05,"May  2019",776,"Tonga",25.89016,,,-11.0262,,,,,"No value reported or collected"
2019M05,"May  2019",780,"Trinidad and Tobago",63.2522,,,-0.0568,,,,,"No value reported or collected"
2019M05,"May  2019",788,"Tunisia",38.01509,,,-11.0434,,,,,"No value reported or collected"
2019M05,"May  2019",792,"Turkiye",229.75849,,,-2.6575,,,,,"No value reported or collected"
2019M05,"May  2019",796,"Turks and Caicos Islands",4.12978,,,,,"No value reported or collected",,,"No value reported or collected"
2019M05,"May  2019",798,"Tuvalu",5.05057,,,-9.0013,,,,,"No value reported or collected"
2019M05,"May  2019",804,"Ukraine",64.88773,,,-6.7173,,,,,"No value reported or collected"
2019M05,"May  2019",784,"United Arab Emirates",282.35152,,,-3.5516,,,,,"No value reported or collected"
2019M05,"May  2019",826,"United Kingdom",395.01618,,,-2.6588,,,,,"No value reported or collected"
2019M05,"May  2019",834,"United Republic of Tanzania",51.78459,,,-3.1423,,,,,"No value reported or collected"
2019M05,"May  2019",840,"United States",478.03698,,,-0.006,,,,,"No value reported or collected"
2019M05,"May  2019",850,"United States Virgin Islands",21.57694,,,0.1975,,,,,"No value reported or collected"
2019M05,"May  2019",858,"Uruguay",84.0667,,,-1.8714,,,,,"No value reported or collected"
2019M05,"May  2019",548,"Vanuatu",22.14104,,,-3.3219,,,,,"No value reported or collected"
2019M05,"May  2019",862,"Venezuela (Bolivarian Rep. of)",48.30759,,,-8.0155,,,,,"No value reported or collected"
2019M05,"May  2019",704,"Viet Nam",324.53566,,,6.9605,,,,,"No value reported or collected"
2019M05,"May  2019",876,"Wallis and Futuna Islands",5.05057,,,-9.0013,,,,,"No value reported or collected"
2019M05,"May  2019",887,"Yemen",15.17147,,,-12.2045,,,,,"No value reported or collected"
2019M08,"Aug. 2019",008,"Albania",19.52184,,,34.5831,,,,,"No value reported or collected"
2019M08,"Aug. 2019",012,"Algeria",72.21499,,,-0.543,,,,,"No value reported or collected"
2019M08,"Aug. 2019",016,"American Samoa",25.73559,,,-0.2901,,,,,"No value reported or collected"
2019M08,"Aug. 2019",024,"Angola",69.43223,,,3.8508,,,,,"No value reported or collected"
2019M08,"Aug. 2019",660,"Anguilla",13.99378,,,-23.5412,,,,,"No value reported or collected"
2019M08,"Aug. 2019",028,"Antigua and Barbuda",19.10312,,,23.035,,,,,"No value reported or collected"
2019M08,"Aug. 2019",032,"Argentina",101.47682,,,-6.944,,,,,"No value reported or collected"
2019M08,"Aug. 2019",533,"Aruba",30.15775,,,-9.4288,,,,,"No value reported or collected"
2019M08,"Aug. 2019",036,"Australia",144.49695,,,-0.9007,,,,,"No value reported or collected"
2019M08,"Aug. 2019",044,"Bahamas",85.16842,,,21.1934,,,,,"No value reported or collected"
2019M08,"Aug. 2019",048,"Bahrain",21.60131,,,-58.0063,,,,,"No value reported or collected"
2019M08,"Aug. 2019",050,"Bangladesh",63.46324,,,-0.4461,,,,,"No value reported or collected"
2019M08,"Aug. 2019",052,"Barbados",33.23003,,,-3.2939,,,,,"No value reported or collected"
2019M08,"Aug. 2019",056,"Belgium",365.12826,,,-2.2835,,,,,"No value reported or collected"
2019M08,"Aug. 2019",084,"Belize",30.52724,,,4.1156,,,,,"No value reported or collected"
2019M08,"Aug. 2019",204,"Benin",59.56309,,,-6.3243,,,,,"No value reported or collected"
2019M08,"Aug. 2019",060,"Bermuda",7.98463,,,2.7031,,,,,"No value reported or collected"
2019M08,"Aug. 2019",535,"Bonaire, Sint Eustatius and Saba",9.86565,,,-45.3569,,,,,"No value reported or collected"
2019M08,"Aug. 2019",076,"Brazil",117.44219,,,-4.2803,,,,,"No value reported or collected"
2019M08,"Aug. 2019",092,"British Virgin Islands",20.45387,,,-10.5254,,,,,"No value reported or collected"
2019M08,"Aug. 2019",096,"Brunei Darussalam",23.39621,,,24.8112,,,,,"No value reported or collected"
2019M08,"Aug. 2019",100,"Bulgaria",24.20962,,,-0.5737,,,,,"No value reported or collected"
2019M08,"Aug. 2019",132,"Cabo Verde",19.18239,,,-11.1096,,,,,"No value reported or collected"
2019M08,"Aug. 2019",116,"Cambodia",32.70228,,,-3.9679,,,,,"No value reported or collected"
2019M08,"Aug. 2019",120,"Cameroon",56.6616,,,-19.3196,,,,,"No value reported or collected"
2019M08,"Aug. 2019",124,"Canada",160.57114,,,0.775,,,,,"No value reported or collected"
2019M08,"Aug. 2019",136,"Cayman Islands",8.78948,,,47.6157,,,,,"No value reported or collected"
2019M08,"Aug. 2019",152,"Chile",95.41835,,,-5.7831,,,,,"No value reported or collected"
2019M08,"Aug. 2019",156,"China",1004.781,,,1.3975,,,,,"No value reported or collected"
2019M08,"Aug. 2019",344,"China, Hong Kong SAR",443.08208,,,-4.1429,,,,,"No value reported or collected"
2019M08,"Aug. 2019",158,"China, Taiwan Province of",367.28408,,,4.7689,,,,,"No value reported or collected"
2019M08,"Aug. 2019",162,"Christmas Island",4.34381,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",170,"Colombia",173.54231,,,2.1367,,,,,"No value reported or collected"
2019M08,"Aug. 2019",174,"Comoros",18.86371,,,21.7307,,,,,"No value reported or collected"
2019M08,"Aug. 2019",178,"Congo",70.54321,,,4.6157,,,,,"No value reported or collected"
2019M08,"Aug. 2019",184,"Cook Islands",7.728,,,0.0144,,,,,"No value reported or collected"
2019M08,"Aug. 2019",188,"Costa Rica",91.81238,,,9.7376,,,,,"No value reported or collected"
2019M08,"Aug. 2019",384,"Cote d'Ivoire",64.61281,,,-2.3239,,,,,"No value reported or collected"
2019M08,"Aug. 2019",191,"Croatia",62.08412,,,10.0629,,,,,"No value reported or collected"
2019M08,"Aug. 2019",192,"Cuba",30.08379,,,-1.4395,,,,,"No value reported or collected"
2019M08,"Aug. 2019",531,"Curacao",35.19085,,,8.3261,,,,,"No value reported or collected"
2019M08,"Aug. 2019",196,"Cyprus",54.68338,,,7.6552,,,,,"No value reported or collected"
2019M08,"Aug. 2019",180,"Dem. Rep. of the Congo",24.60601,,,-8.0172,,,,,"No value reported or collected"
2019M08,"Aug. 2019",208,"Denmark",106.95655,,,9.7757,,,,,"No value reported or collected"
2019M08,"Aug. 2019",262,"Djibouti",76.14433,,,-10.0149,,,,,"No value reported or collected"
2019M08,"Aug. 2019",212,"Dominica",25.36782,,,13.0032,,,,,"No value reported or collected"
2019M08,"Aug. 2019",214,"Dominican Republic",133.06158,,,4.1477,,,,,"No value reported or collected"
2019M08,"Aug. 2019",218,"Ecuador",103.36191,,,22.2675,,,,,"No value reported or collected"
2019M08,"Aug. 2019",818,"Egypt",212.09247,,,-4.4417,,,,,"No value reported or collected"
2019M08,"Aug. 2019",222,"El Salvador",32.59499,,,1.8293,,,,,"No value reported or collected"
2019M08,"Aug. 2019",226,"Equatorial Guinea",35.01842,,,-0.1834,,,,,"No value reported or collected"
2019M08,"Aug. 2019",232,"Eritrea",9.41498,,,10.303,,,,,"No value reported or collected"
2019M08,"Aug. 2019",233,"Estonia",35.19134,,,-10.3484,,,,,"No value reported or collected"
2019M08,"Aug. 2019",234,"Faroe Islands",15.29713,,,-6.9532,,,,,"No value reported or collected"
2019M08,"Aug. 2019",242,"Fiji",37.55922,,,-10.8121,,,,,"No value reported or collected"
2019M08,"Aug. 2019",246,"Finland",74.21785,,,-12.2834,,,,,"No value reported or collected"
2019M08,"Aug. 2019",250,"France",271.99276,,,-2.6013,,,,,"No value reported or collected"
2019M08,"Aug. 2019",254,"French Guiana",16.09019,,,-7.7606,,,,,"No value reported or collected"
2019M08,"Aug. 2019",258,"French Polynesia",45.31289,,,16.6141,,,,,"No value reported or collected"
2019M08,"Aug. 2019",266,"Gabon",39.05076,,,-10.4317,,,,,"No value reported or collected"
2019M08,"Aug. 2019",270,"Gambia",17.44794,,,-25.4521,,,,,"No value reported or collected"
2019M08,"Aug. 2019",268,"Georgia",22.39539,,,-5.7994,,,,,"No value reported or collected"
2019M08,"Aug. 2019",276,"Germany",353.0658,,,-3.6707,,,,,"No value reported or collected"
2019M08,"Aug. 2019",288,"Ghana",73.38301,,,-3.2133,,,,,"No value reported or collected"
2019M08,"Aug. 2019",292,"Gibraltar",5.35629,,,-7.5374,,,,,"No value reported or collected"
2019M08,"Aug. 2019",300,"Greece",184.55303,,,5.6492,,,,,"No value reported or collected"
2019M08,"Aug. 2019",304,"Greenland",5.51525,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",308,"Grenada",24.80231,,,-9.2919,,,,,"No value reported or collected"
2019M08,"Aug. 2019",312,"Guadeloupe",52.09482,,,18.6008,,,,,"No value reported or collected"
2019M08,"Aug. 2019",316,"Guam",22.09726,,,-0.3428,,,,,"No value reported or collected"
2019M08,"Aug. 2019",320,"Guatemala",96.34378,,,-4.1598,,,,,"No value reported or collected"
2019M08,"Aug. 2019",324,"Guinea",33.61365,,,-9.7178,,,,,"No value reported or collected"
2019M08,"Aug. 2019",624,"Guinea-Bissau",14.21706,,,-21.4103,,,,,"No value reported or collected"
2019M08,"Aug. 2019",328,"Guyana",37.242,,,-11.8258,,,,,"No value reported or collected"
2019M08,"Aug. 2019",332,"Haiti",43.06359,,,2.6051,,,,,"No value reported or collected"
2019M08,"Aug. 2019",340,"Honduras",55.63359,,,-10.149,,,,,"No value reported or collected"
2019M08,"Aug. 2019",352,"Iceland",21.09042,,,-3.2611,,,,,"No value reported or collected"
2019M08,"Aug. 2019",356,"India",246.11405,,,-4.5446,,,,,"No value reported or collected"
2019M08,"Aug. 2019",360,"Indonesia",221.83873,,,-4.5754,,,,,"No value reported or collected"
2019M08,"Aug. 2019",364,"Iran (Islamic Republic of)",55.92952,,,-34.8887,,,,,"No value reported or collected"
2019M08,"Aug. 2019",368,"Iraq",63.1054,,,-17.0977,,,,,"No value reported or collected"
2019M08,"Aug. 2019",372,"Ireland",55.74658,,,0.3821,,,,,"No value reported or collected"
2019M08,"Aug. 2019",376,"Israel",109.80418,,,-1.1341,,,,,"No value reported or collected"
2019M08,"Aug. 2019",380,"Italy",282.23625,,,-1.197,,,,,"No value reported or collected"
2019M08,"Aug. 2019",388,"Jamaica",95.37307,,,-4.0408,,,,,"No value reported or collected"
2019M08,"Aug. 2019",392,"Japan",408.01654,,,3.5235,,,,,"No value reported or collected"
2019M08,"Aug. 2019",400,"Jordan",68.02361,,,-6.1412,,,,,"No value reported or collected"
2019M08,"Aug. 2019",404,"Kenya",61.3887,,,-1.3541,,,,,"No value reported or collected"
2019M08,"Aug. 2019",296,"Kiribati",5.05057,,,-66.4263,,,,,"No value reported or collected"
2019M08,"Aug. 2019",414,"Kuwait",41.0575,,,-0.7028,,,,,"No value reported or collected"
2019M08,"Aug. 2019",428,"Latvia",32.95761,,,6.428,,,,,"No value reported or collected"
2019M08,"Aug. 2019",422,"Lebanon",91.0168,,,-15.1648,,,,,"No value reported or collected"
2019M08,"Aug. 2019",430,"Liberia",21.66442,,,-2.5576,,,,,"No value reported or collected"
2019M08,"Aug. 2019",434,"Libya",52.83259,,,-2.4326,,,,,"No value reported or collected"
2019M08,"Aug. 2019",440,"Lithuania",63.98217,,,-6.9278,,,,,"No value reported or collected"
2019M08,"Aug. 2019",450,"Madagascar",28.30681,,,-14.9207,,,,,"No value reported or collected"
2019M08,"Aug. 2019",458,"Malaysia",464.275,,,-0.1179,,,,,"No value reported or collected"
2019M08,"Aug. 2019",462,"Maldives",17.51805,,,-2.5885,,,,,"No value reported or collected"
2019M08,"Aug. 2019",470,"Malta",115.94757,,,-17.893,,,,,"No value reported or collected"
2019M08,"Aug. 2019",584,"Marshall Islands",15.43877,,,-32.469,,,,,"No value reported or collected"
2019M08,"Aug. 2019",474,"Martinique",43.62421,,,25.3571,,,,,"No value reported or collected"
2019M08,"Aug. 2019",478,"Mauritania",29.93402,,,0.2993,,,,,"No value reported or collected"
2019M08,"Aug. 2019",480,"Mauritius",71.80086,,,-0.2091,,,,,"No value reported or collected"
2019M08,"Aug. 2019",175,"Mayotte",18.93381,,,-10.4293,,,,,"No value reported or collected"
2019M08,"Aug. 2019",484,"Mexico",172.26878,,,3.8629,,,,,"No value reported or collected"
2019M08,"Aug. 2019",583,"Micronesia (Federated States of)",12.82949,,,1.0224,,,,,"No value reported or collected"
2019M08,"Aug. 2019",499,"Montenegro",15.47897,,,55.353,,,,,"No value reported or collected"
2019M08,"Aug. 2019",500,"Montserrat",13.99378,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",504,"Morocco",207.80479,,,-4.9591,,,,,"No value reported or collected"
2019M08,"Aug. 2019",508,"Mozambique",41.41822,,,0.1698,,,,,"No value reported or collected"
2019M08,"Aug. 2019",104,"Myanmar",38.73859,,,-12.6327,,,,,"No value reported or collected"
2019M08,"Aug. 2019",516,"Namibia",44.34481,,,0.0123,,,,,"No value reported or collected"
2019M08,"Aug. 2019",520,"Nauru",4.32275,,,-13.5484,,,,,"No value reported or collected"
2019M08,"Aug. 2019",528,"Netherlands (Kingdom of the)",423.83266,,,5.6149,,,,,"No value reported or collected"
2019M08,"Aug. 2019",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M08,"Aug. 2019",540,"New Caledonia",39.21575,,,2.3706,,,,,"No value reported or collected"
2019M08,"Aug. 2019",554,"New Zealand",93.44301,,,-2.5804,,,,,"No value reported or collected"
2019M08,"Aug. 2019",558,"Nicaragua",21.04969,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",566,"Nigeria",75.03063,,,-6.9994,,,,,"No value reported or collected"
2019M08,"Aug. 2019",574,"Norfolk Island",2.50278,,,-50.424,,,,,"No value reported or collected"
2019M08,"Aug. 2019",580,"Northern Mariana Islands",16.3833,,,-0.4618,,,,,"No value reported or collected"
2019M08,"Aug. 2019",578,"Norway",72.0633,,,35.0124,,,,,"No value reported or collected"
2019M08,"Aug. 2019",512,"Oman",144.3579,,,2.022,,,,,"No value reported or collected"
2019M08,"Aug. 2019",586,"Pakistan",111.73823,,,-8.7533,,,,,"No value reported or collected"
2019M08,"Aug. 2019",585,"Palau",8.34876,,,-9.6068,,,,,"No value reported or collected"
2019M08,"Aug. 2019",591,"Panama",188.5596,,,4.0525,,,,,"No value reported or collected"
2019M08,"Aug. 2019",598,"Papua New Guinea",44.30587,,,-3.0048,,,,,"No value reported or collected"
2019M08,"Aug. 2019",600,"Paraguay",6.67312,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",604,"Peru",117.48179,,,0.7522,,,,,"No value reported or collected"
2019M08,"Aug. 2019",608,"Philippines",180.35252,,,4.6685,,,,,"No value reported or collected"
2019M08,"Aug. 2019",616,"Poland",129.89415,,,9.8944,,,,,"No value reported or collected"
2019M08,"Aug. 2019",620,"Portugal",158.48523,,,-9.7874,,,,,"No value reported or collected"
2019M08,"Aug. 2019",630,"Puerto Rico",51.81114,,,19.5237,,,,,"No value reported or collected"
2019M08,"Aug. 2019",634,"Qatar",90.39211,,,4.1966,,,,,"No value reported or collected"
2019M08,"Aug. 2019",410,"Republic of Korea",565.5093,,,1.7146,,,,,"No value reported or collected"
2019M08,"Aug. 2019",498,"Republic of Moldova",3.64284,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",638,"Reunion",45.08799,,,2.1375,,,,,"No value reported or collected"
2019M08,"Aug. 2019",642,"Romania",62.19158,,,-1.0926,,,,,"No value reported or collected"
2019M08,"Aug. 2019",643,"Russian Federation",187.72834,,,-4.9156,,,,,"No value reported or collected"
2019M08,"Aug. 2019",659,"Saint Kitts and Nevis",25.44921,,,9.5793,,,,,"No value reported or collected"
2019M08,"Aug. 2019",662,"Saint Lucia",26.10814,,,-9.9935,,,,,"No value reported or collected"
2019M08,"Aug. 2019",670,"Saint Vincent and the Grenadines",25.1681,,,2.6849,,,,,"No value reported or collected"
2019M08,"Aug. 2019",882,"Samoa",28.99594,,,18.4007,,,,,"No value reported or collected"
2019M08,"Aug. 2019",678,"Sao Tome and Principe",15.49046,,,0.108,,,,,"No value reported or collected"
2019M08,"Aug. 2019",682,"Saudi Arabia",215.45039,,,-0.4306,,,,,"No value reported or collected"
2019M08,"Aug. 2019",686,"Senegal",49.35766,,,-21.298,,,,,"No value reported or collected"
2019M08,"Aug. 2019",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M08,"Aug. 2019",690,"Seychelles",25.75467,,,15.8417,,,,,"No value reported or collected"
2019M08,"Aug. 2019",694,"Sierra Leone",18.06822,,,-28.8726,,,,,"No value reported or collected"
2019M08,"Aug. 2019",702,"Singapore",572.72937,,,-3.6022,,,,,"No value reported or collected"
2019M08,"Aug. 2019",534,"Sint Maarten (Dutch part)",41.58086,,,2.7481,,,,,"No value reported or collected"
2019M08,"Aug. 2019",705,"Slovenia",72.63137,,,7.2442,,,,,"No value reported or collected"
2019M08,"Aug. 2019",090,"Solomon Islands",34.44428,,,0.1624,,,,,"No value reported or collected"
2019M08,"Aug. 2019",706,"Somalia",28.54065,,,11.7807,,,,,"No value reported or collected"
2019M08,"Aug. 2019",710,"South Africa",113.33773,,,-5.9292,,,,,"No value reported or collected"
2019M08,"Aug. 2019",724,"Spain",368.53899,,,-0.481,,,,,"No value reported or collected"
2019M08,"Aug. 2019",144,"Sri Lanka",212.02141,,,-1.4154,,,,,"No value reported or collected"
2019M08,"Aug. 2019",729,"Sudan",23.20229,,,-11.004,,,,,"No value reported or collected"
2019M08,"Aug. 2019",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2019M08,"Aug. 2019",740,"Suriname",34.9467,,,-3.2152,,,,,"No value reported or collected"
2019M08,"Aug. 2019",752,"Sweden",117.75851,,,-3.2056,,,,,"No value reported or collected"
2019M08,"Aug. 2019",760,"Syrian Arab Republic",32.41836,,,8.4303,,,,,"No value reported or collected"
2019M08,"Aug. 2019",764,"Thailand",222.27451,,,1.7883,,,,,"No value reported or collected"
2019M08,"Aug. 2019",626,"Timor-Leste",11.2689,,,0,,,,,"No value reported or collected"
2019M08,"Aug. 2019",768,"Togo",82.58382,,,-6.3062,,,,,"No value reported or collected"
2019M08,"Aug. 2019",776,"Tonga",25.89016,,,0.6652,,,,,"No value reported or collected"
2019M08,"Aug. 2019",780,"Trinidad and Tobago",63.43954,,,1.1961,,,,,"No value reported or collected"
2019M08,"Aug. 2019",788,"Tunisia",35.88608,,,-16.1474,,,,,"No value reported or collected"
2019M08,"Aug. 2019",792,"Turkiye",228.43002,,,-2.9449,,,,,"No value reported or collected"
2019M08,"Aug. 2019",796,"Turks and Caicos Islands",4.12978,,,,,"No value reported or collected",,,"No value reported or collected"
2019M08,"Aug. 2019",798,"Tuvalu",5.05057,,,-9.0013,,,,,"No value reported or collected"
2019M08,"Aug. 2019",804,"Ukraine",67.12678,,,-2.9112,,,,,"No value reported or collected"
2019M08,"Aug. 2019",784,"United Arab Emirates",276.5329,,,-4.0594,,,,,"No value reported or collected"
2019M08,"Aug. 2019",826,"United Kingdom",398.72893,,,-0.612,,,,,"No value reported or collected"
2019M08,"Aug. 2019",834,"United Republic of Tanzania",51.7954,,,-8.7782,,,,,"No value reported or collected"
2019M08,"Aug. 2019",840,"United States",477.01452,,,0.2161,,,,,"No value reported or collected"
2019M08,"Aug. 2019",850,"United States Virgin Islands",22.71629,,,0.6922,,,,,"No value reported or collected"
2019M08,"Aug. 2019",858,"Uruguay",84.0542,,,-9.0574,,,,,"No value reported or collected"
