shipment_id,type,date,product_category,origin,O_Country,destination,D_Country,value,freight_cost,customs_clearance_time_days,delivery_status
SHP-2025-0102,Import,2025-04-13,Electronics,Taipei, Taiwan,Mumbai, India,233000,11650,4.3,On-Time
SHP-2025-0103,Export,2025-04-14,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,151000,7550,3.6,On-Time
SHP-2025-0104,Import,2025-04-15,Consumer Goods,Bangkok, Thailand,Mumbai, India,81500,4075,2.7,Delayed
SHP-2025-0105,Export,2025-04-16,Textiles,Mumbai, India,New York, USA,127000,6350,3.2,On-Time
SHP-2025-0106,Import,2025-04-17,Industrial Equipment,Genoa, Italy,Mumbai, India,213000,10650,4.8,On-Time
SHP-2025-0107,Export,2025-04-18,Electronics,Mumbai, India,Los Angeles, USA,171000,8550,3.3,On-Time
SHP-2025-0108,Import,2025-04-19,Textiles,Istanbul, Turkey,Mumbai, India,91500,4575,3.5,On-Time
SHP-2025-0109,Export,2025-04-20,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,46500,2325,2.2,On-Time
SHP-2025-0110,Import,2025-04-21,Electronics,San Francisco, USA,Mumbai, India,243000,12150,4.4,Delayed
SHP-2025-0111,Export,2025-04-22,Industrial Equipment,Mumbai, India,Durban, South Africa,106000,5300,3.9,On-Time
SHP-2025-0112,Import,2025-04-23,Consumer Goods,Jakarta, Indonesia,Mumbai, India,57500,2875,2.9,On-Time
SHP-2025-0113,Export,2025-04-24,Textiles,Mumbai, India,Lagos, Nigeria,74500,3725,3.7,On-Time
SHP-2025-0114,Import,2025-04-25,Industrial Equipment,Yokohama, Japan,Mumbai, India,335000,16750,5.1,On-Time
SHP-2025-0115,Export,2025-04-26,Electronics,Mumbai, India,Mexico City, Mexico,134000,6700,4.2,On-Time
SHP-2025-0116,Import,2025-04-27,Consumer Goods,Manila, Philippines,Mumbai, India,49500,2475,3.1,Delayed
SHP-2025-0117,Export,2025-04-28,Textiles,Mumbai, India,Cairo, Egypt,59500,2975,2.6,On-Time
SHP-2025-0118,Import,2025-04-29,Electronics,Helsinki, Finland,Mumbai, India,177000,8850,4.0,On-Time
SHP-2025-0119,Export,2025-04-30,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,79500,3975,4.6,On-Time
SHP-2025-0120,Import,2025-05-01,Industrial Equipment,Busan, South Korea,Mumbai, India,303000,15150,4.9,On-Time
SHP-2025-0121,Export,2025-05-02,Electronics,Mumbai, India,New York, USA,99500,4975,2.5,On-Time
SHP-2025-0122,Import,2025-05-03,Textiles,Shanghai, China,Mumbai, India,142000,7100,3.9,On-Time
SHP-2025-0123,Export,2025-05-04,Consumer Goods,Mumbai, India,London, UK,55500,2775,2.2,Delayed
SHP-2025-0124,Import,2025-05-05,Industrial Equipment,Hamburg, Germany,Mumbai, India,283000,14150,4.6,On-Time
SHP-2025-0125,Export,2025-05-06,Electronics,Mumbai, India,Tokyo, Japan,117000,5850,2.9,On-Time
SHP-2025-0126,Import,2025-05-07,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,71500,3575,2.4,On-Time
SHP-2025-0127,Export,2025-05-08,Textiles,Mumbai, India,Dubai, UAE,90500,4525,1.9,On-Time
SHP-2025-0128,Import,2025-05-09,Electronics,Seoul, South Korea,Mumbai, India,207000,10350,4.2,On-Time
SHP-2025-0129,Export,2025-05-10,Industrial Equipment,Mumbai, India,Singapore,79500,3975,2.6,Delayed
SHP-2025-0130,Import,2025-05-11,Textiles,Dhaka, Bangladesh,Mumbai, India,104000,5200,3.1,On-Time
SHP-2025-0131,Export,2025-05-12,Consumer Goods,Mumbai, India,Sydney, Australia,69500,3475,3.5,On-Time
SHP-2025-0132,Import,2025-05-13,Electronics,Taipei, Taiwan,Mumbai, India,237000,11850,4.4,On-Time
SHP-2025-0133,Export,2025-05-14,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,154000,7700,3.7,On-Time
SHP-2025-0134,Import,2025-05-15,Consumer Goods,Bangkok, Thailand,Mumbai, India,83500,4175,2.8,On-Time
SHP-2025-0135,Export,2025-05-16,Textiles,Mumbai, India,New York, USA,132000,6600,3.3,Delayed
SHP-2025-0136,Import,2025-05-17,Industrial Equipment,Genoa, Italy,Mumbai, India,217000,10850,4.9,On-Time
SHP-2025-0137,Export,2025-05-18,Electronics,Mumbai, India,Los Angeles, USA,174000,8700,3.4,On-Time
SHP-2025-0138,Import,2025-05-19,Textiles,Istanbul, Turkey,Mumbai, India,93500,4675,3.6,On-Time
SHP-2025-0139,Export,2025-05-20,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,49500,2475,2.3,On-Time
SHP-2025-0140,Import,2025-05-21,Electronics,San Francisco, USA,Mumbai, India,247000,12350,4.5,On-Time
SHP-2025-0141,Export,2025-05-22,Industrial Equipment,Mumbai, India,Durban, South Africa,108000,5400,4.0,Delayed
SHP-2025-0142,Import,2025-05-23,Consumer Goods,Jakarta, Indonesia,Mumbai, India,59500,2975,3.0,On-Time
SHP-2025-0143,Export,2025-05-24,Textiles,Mumbai, India,Lagos, Nigeria,76500,3825,3.8,On-Time
SHP-2025-0144,Import,2025-05-25,Industrial Equipment,Yokohama, Japan,Mumbai, India,345000,17250,5.2,On-Time
SHP-2025-0145,Export,2025-05-26,Electronics,Mumbai, India,Mexico City, Mexico,137000,6850,4.3,On-Time
SHP-2025-0146,Import,2025-05-27,Consumer Goods,Manila, Philippines,Mumbai, India,51500,2575,3.2,On-Time
SHP-2025-0147,Export,2025-05-28,Textiles,Mumbai, India,Cairo, Egypt,61500,3075,2.7,Delayed
SHP-2025-0148,Import,2025-05-29,Electronics,Helsinki, Finland,Mumbai, India,181000,9050,4.1,On-Time
SHP-2025-0149,Export,2025-05-30,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,81500,4075,4.7,On-Time
SHP-2025-0150,Import,2025-05-31,Industrial Equipment,Busan, South Korea,Mumbai, India,307000,15350,5.0,On-Time
SHP-2025-0151,Export,2025-06-01,Electronics,Mumbai, India,New York, USA,102500,5125,2.6,On-Time
SHP-2025-0152,Import,2025-06-02,Textiles,Shanghai, China,Mumbai, India,147000,7350,4.0,On-Time
SHP-2025-0153,Export,2025-06-03,Consumer Goods,Mumbai, India,London, UK,57500,2875,2.3,On-Time
SHP-2025-0154,Import,2025-06-04,Industrial Equipment,Hamburg, Germany,Mumbai, India,287000,14350,4.7,Delayed
SHP-2025-0155,Export,2025-06-05,Electronics,Mumbai, India,Tokyo, Japan,120000,6000,3.0,On-Time
SHP-2025-0156,Import,2025-06-06,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,73500,3675,2.5,On-Time
SHP-2025-0157,Export,2025-06-07,Textiles,Mumbai, India,Dubai, UAE,93500,4675,2.0,On-Time
SHP-2025-0158,Import,2025-06-08,Electronics,Seoul, South Korea,Mumbai, India,212000,10600,4.3,On-Time
SHP-2025-0159,Export,2025-06-09,Industrial Equipment,Mumbai, India,Singapore,82500,4125,2.7,On-Time
SHP-2025-0160,Import,2025-06-10,Textiles,Dhaka, Bangladesh,Mumbai, India,107000,5350,3.2,Delayed
SHP-2025-0161,Export,2025-06-11,Consumer Goods,Mumbai, India,Sydney, Australia,72500,3625,3.6,On-Time
SHP-2025-0162,Import,2025-06-12,Electronics,Taipei, Taiwan,Mumbai, India,242000,12100,4.5,On-Time
SHP-2025-0163,Export,2025-06-13,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,163000,8150,3.8,On-Time
SHP-2025-0164,Import,2025-06-14,Consumer Goods,Bangkok, Thailand,Mumbai, India,86500,4325,2.9,On-Time
SHP-2025-0165,Export,2025-06-15,Textiles,Mumbai, India,New York, USA,137000,6850,3.4,On-Time
SHP-2025-0166,Import,2025-06-16,Industrial Equipment,Genoa, Italy,Mumbai, India,222000,11100,5.0,Delayed
SHP-2025-0167,Export,2025-06-17,Electronics,Mumbai, India,Los Angeles, USA,183000,9150,3.5,On-Time
SHP-2025-0168,Import,2025-06-18,Textiles,Istanbul, Turkey,Mumbai, India,97500,4875,3.7,On-Time
SHP-2025-0169,Export,2025-06-19,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,52500,2625,2.4,On-Time
SHP-2025-0170,Import,2025-06-20,Electronics,San Francisco, USA,Mumbai, India,252000,12600,4.6,On-Time
SHP-2025-0171,Export,2025-06-21,Industrial Equipment,Mumbai, India,Durban, South Africa,114000,5700,4.1,On-Time
SHP-2025-0172,Import,2025-06-22,Consumer Goods,Jakarta, Indonesia,Mumbai, India,62500,3125,3.1,Delayed
SHP-2025-0173,Export,2025-06-23,Textiles,Mumbai, India,Lagos, Nigeria,79500,3975,3.9,On-Time
SHP-2025-0174,Import,2025-06-24,Industrial Equipment,Yokohama, Japan,Mumbai, India,355000,17750,5.3,On-Time
SHP-2025-0175,Export,2025-06-25,Electronics,Mumbai, India,Mexico City, Mexico,140000,7000,4.4,On-Time
SHP-2025-0176,Import,2025-06-26,Consumer Goods,Manila, Philippines,Mumbai, India,54500,2725,3.3,On-Time
SHP-2025-0177,Export,2025-06-27,Textiles,Mumbai, India,Cairo, Egypt,64500,3225,2.8,On-Time
SHP-2025-0178,Import,2025-06-28,Electronics,Helsinki, Finland,Mumbai, India,187000,9350,4.2,Delayed
SHP-2025-0179,Export,2025-06-29,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,84500,4225,4.8,On-Time
SHP-2025-0180,Import,2025-06-30,Industrial Equipment,Busan, South Korea,Mumbai, India,312000,15600,5.1,On-Time
SHP-2025-0181,Export,2025-07-01,Electronics,Mumbai, India,New York, USA,105500,5275,2.7,On-Time
SHP-2025-0182,Import,2025-07-02,Textiles,Shanghai, China,Mumbai, India,152000,7600,4.1,On-Time
SHP-2025-0183,Export,2025-07-03,Consumer Goods,Mumbai, India,London, UK,59500,2975,2.4,On-Time
SHP-2025-0184,Import,2025-07-04,Industrial Equipment,Hamburg, Germany,Mumbai, India,292000,14600,4.8,On-Time
SHP-2025-0185,Export,2025-07-05,Electronics,Mumbai, India,Tokyo, Japan,124000,6200,3.1,Delayed
SHP-2025-0186,Import,2025-07-06,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,76500,3825,2.6,On-Time
SHP-2025-0187,Export,2025-07-07,Textiles,Mumbai, India,Dubai, UAE,96500,4825,2.1,On-Time
SHP-2025-0188,Import,2025-07-08,Electronics,Seoul, South Korea,Mumbai, India,217000,10850,4.4,On-Time
SHP-2025-0189,Export,2025-07-09,Industrial Equipment,Mumbai, India,Singapore,85500,4275,2.8,On-Time
SHP-2025-0190,Import,2025-07-10,Textiles,Dhaka, Bangladesh,Mumbai, India,110000,5500,3.3,On-Time
SHP-2025-0191,Export,2025-07-11,Consumer Goods,Mumbai, India,Sydney, Australia,75500,3775,3.7,Delayed
SHP-2025-0192,Import,2025-07-12,Electronics,Taipei, Taiwan,Mumbai, India,247000,12350,4.6,On-Time
SHP-2025-0193,Export,2025-07-13,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,167000,8350,3.9,On-Time
SHP-2025-0194,Import,2025-07-14,Consumer Goods,Bangkok, Thailand,Mumbai, India,89500,4475,3.0,On-Time
SHP-2025-0195,Export,2025-07-15,Textiles,Mumbai, India,New York, USA,142000,7100,3.5,On-Time
SHP-2025-0196,Import,2025-07-16,Industrial Equipment,Genoa, Italy,Mumbai, India,227000,11350,5.1,On-Time
SHP-2025-0197,Export,2025-07-17,Electronics,Mumbai, India,Los Angeles, USA,187000,9350,3.6,Delayed
SHP-2025-0198,Import,2025-07-18,Textiles,Istanbul, Turkey,Mumbai, India,100500,5025,3.8,On-Time
SHP-2025-0199,Export,2025-07-19,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,55500,2775,2.5,On-Time
SHP-2025-0200,Import,2025-07-20,Electronics,San Francisco, USA,Mumbai, India,257000,12850,4.7,On-Time
SHP-2025-0201,Export,2025-07-21,Industrial Equipment,Mumbai, India,Durban, South Africa,117000,5850,4.2,On-Time
SHP-2025-0202,Import,2025-07-22,Consumer Goods,Jakarta, Indonesia,Mumbai, India,64500,3225,3.2,On-Time
SHP-2025-0203,Export,2025-07-23,Textiles,Mumbai, India,Lagos, Nigeria,81500,4075,4.0,Delayed
SHP-2025-0204,Import,2025-07-24,Industrial Equipment,Yokohama, Japan,Mumbai, India,365000,18250,5.4,On-Time
SHP-2025-0205,Export,2025-07-25,Electronics,Mumbai, India,Mexico City, Mexico,144000,7200,4.5,On-Time
SHP-2025-0206,Import,2025-07-26,Consumer Goods,Manila, Philippines,Mumbai, India,56500,2825,3.4,On-Time
SHP-2025-0207,Export,2025-07-27,Textiles,Mumbai, India,Cairo, Egypt,66500,3325,2.9,On-Time
SHP-2025-0208,Import,2025-07-28,Electronics,Helsinki, Finland,Mumbai, India,192000,9600,4.3,On-Time
SHP-2025-0209,Export,2025-07-29,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,86500,4325,4.9,Delayed
SHP-2025-0210,Import,2025-07-30,Industrial Equipment,Busan, South Korea,Mumbai, India,317000,15850,5.2,On-Time
SHP-2025-0211,Export,2025-07-31,Electronics,Mumbai, India,New York, USA,108500,5425,2.8,On-Time
SHP-2025-0212,Import,2025-08-01,Textiles,Shanghai, China,Mumbai, India,157000,7850,4.2,On-Time
SHP-2025-0213,Export,2025-08-02,Consumer Goods,Mumbai, India,London, UK,61500,3075,2.5,On-Time
SHP-2025-0214,Import,2025-08-03,Industrial Equipment,Hamburg, Germany,Mumbai, India,297000,14850,4.9,On-Time
SHP-2025-0215,Export,2025-08-04,Electronics,Mumbai, India,Tokyo, Japan,127000,6350,3.2,On-Time
SHP-2025-0216,Import,2025-08-05,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,78500,3925,2.7,Delayed
SHP-2025-0217,Export,2025-08-06,Textiles,Mumbai, India,Dubai, UAE,99500,4975,2.2,On-Time
SHP-2025-0218,Import,2025-08-07,Electronics,Seoul, South Korea,Mumbai, India,222000,11100,4.5,On-Time
SHP-2025-0219,Export,2025-08-08,Industrial Equipment,Mumbai, India,Singapore,88500,4425,2.9,On-Time
SHP-2025-0220,Import,2025-08-09,Textiles,Dhaka, Bangladesh,Mumbai, India,114000,5700,3.4,On-Time
SHP-2025-0221,Export,2025-08-10,Consumer Goods,Mumbai, India,Sydney, Australia,78500,3925,3.8,On-Time
SHP-2025-0222,Import,2025-08-11,Electronics,Taipei, Taiwan,Mumbai, India,252000,12600,4.7,Delayed
SHP-2025-0223,Export,2025-08-12,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,172000,8600,4.0,On-Time
SHP-2025-0224,Import,2025-08-13,Consumer Goods,Bangkok, Thailand,Mumbai, India,91500,4575,3.1,On-Time
SHP-2025-0225,Export,2025-08-14,Textiles,Mumbai, India,New York, USA,147000,7350,3.6,On-Time
SHP-2025-0226,Import,2025-08-15,Industrial Equipment,Genoa, Italy,Mumbai, India,232000,11600,5.2,On-Time
SHP-2025-0227,Export,2025-08-16,Electronics,Mumbai, India,Los Angeles, USA,192000,9600,3.7,On-Time
SHP-2025-0228,Import,2025-08-17,Textiles,Istanbul, Turkey,Mumbai, India,103500,5175,3.9,Delayed
SHP-2025-0229,Export,2025-08-18,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,57500,2875,2.6,On-Time
SHP-2025-0230,Import,2025-08-19,Electronics,San Francisco, USA,Mumbai, India,262000,13100,4.8,On-Time
SHP-2025-0231,Export,2025-08-20,Industrial Equipment,Mumbai, India,Durban, South Africa,120000,6000,4.3,On-Time
SHP-2025-0232,Import,2025-08-21,Consumer Goods,Jakarta, Indonesia,Mumbai, India,66500,3325,3.3,On-Time
SHP-2025-0233,Export,2025-08-22,Textiles,Mumbai, India,Lagos, Nigeria,83500,4175,4.1,On-Time
SHP-2025-0234,Import,2025-08-23,Industrial Equipment,Yokohama, Japan,Mumbai, India,375000,18750,5.5,Delayed
SHP-2025-0235,Export,2025-08-24,Electronics,Mumbai, India,Mexico City, Mexico,147000,7350,4.6,On-Time
SHP-2025-0236,Import,2025-08-25,Consumer Goods,Manila, Philippines,Mumbai, India,58500,2925,3.5,On-Time
SHP-2025-0237,Export,2025-08-26,Textiles,Mumbai, India,Cairo, Egypt,68500,3425,3.0,On-Time
SHP-2025-0238,Import,2025-08-27,Electronics,Helsinki, Finland,Mumbai, India,197000,9850,4.4,On-Time
SHP-2025-0239,Export,2025-08-28,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,88500,4425,5.0,On-Time
SHP-2025-0240,Import,2025-08-29,Industrial Equipment,Busan, South Korea,Mumbai, India,322000,16100,5.3,Delayed
SHP-2025-0241,Export,2025-08-30,Electronics,Mumbai, India,New York, USA,111500,5575,2.9,On-Time
SHP-2025-0242,Import,2025-08-31,Textiles,Shanghai, China,Mumbai, India,162000,8100,4.3,On-Time
SHP-2025-0243,Export,2025-09-01,Consumer Goods,Mumbai, India,London, UK,63500,3175,2.6,On-Time
SHP-2025-0244,Import,2025-09-02,Industrial Equipment,Hamburg, Germany,Mumbai, India,302000,15100,5.0,On-Time
SHP-2025-0245,Export,2025-09-03,Electronics,Mumbai, India,Tokyo, Japan,130000,6500,3.3,On-Time
SHP-2025-0246,Import,2025-09-04,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,80500,4025,2.8,On-Time
SHP-2025-0247,Export,2025-09-05,Textiles,Mumbai, India,Dubai, UAE,101500,5075,2.3,Delayed
SHP-2025-0248,Import,2025-09-06,Electronics,Seoul, South Korea,Mumbai, India,227000,11350,4.6,On-Time
SHP-2025-0249,Export,2025-09-07,Industrial Equipment,Mumbai, India,Singapore,91500,4575,3.0,On-Time
SHP-2025-0250,Import,2025-09-08,Textiles,Dhaka, Bangladesh,Mumbai, India,117000,5850,3.5,On-Time
SHP-2025-0251,Export,2025-09-09,Consumer Goods,Mumbai, India,Sydney, Australia,81500,4075,3.9,On-Time
SHP-2025-0252,Import,2025-09-10,Electronics,Taipei, Taiwan,Mumbai, India,257000,12850,4.8,On-Time
SHP-2025-0253,Export,2025-09-11,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,177000,8850,4.1,Delayed
SHP-2025-0254,Import,2025-09-12,Consumer Goods,Bangkok, Thailand,Mumbai, India,93500,4675,3.2,On-Time
SHP-2025-0255,Export,2025-09-13,Textiles,Mumbai, India,New York, USA,152000,7600,3.7,On-Time
SHP-2025-0256,Import,2025-09-14,Industrial Equipment,Genoa, Italy,Mumbai, India,237000,11850,5.3,On-Time
SHP-2025-0257,Export,2025-09-15,Electronics,Mumbai, India,Los Angeles, USA,197000,9850,3.8,On-Time
SHP-2025-0258,Import,2025-09-16,Textiles,Istanbul, Turkey,Mumbai, India,106500,5325,4.0,On-Time
SHP-2025-0259,Export,2025-09-17,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,59500,2975,2.7,Delayed
SHP-2025-0260,Import,2025-09-18,Electronics,San Francisco, USA,Mumbai, India,267000,13350,4.9,On-Time
SHP-2025-0261,Export,2025-09-19,Industrial Equipment,Mumbai, India,Durban, South Africa,124000,6200,4.4,On-Time
SHP-2025-0262,Import,2025-09-20,Consumer Goods,Jakarta, Indonesia,Mumbai, India,68500,3425,3.4,On-Time
SHP-2025-0263,Export,2025-09-21,Textiles,Mumbai, India,Lagos, Nigeria,86500,4325,4.2,On-Time
SHP-2025-0264,Import,2025-09-22,Industrial Equipment,Yokohama, Japan,Mumbai, India,385000,19250,5.6,On-Time
SHP-2025-0265,Export,2025-09-23,Electronics,Mumbai, India,Mexico City, Mexico,150000,7500,4.7,Delayed
SHP-2025-0266,Import,2025-09-24,Consumer Goods,Manila, Philippines,Mumbai, India,60500,3025,3.6,On-Time
SHP-2025-0267,Export,2025-09-25,Textiles,Mumbai, India,Cairo, Egypt,70500,3525,3.1,On-Time
SHP-2025-0268,Import,2025-09-26,Electronics,Helsinki, Finland,Mumbai, India,202000,10100,4.5,On-Time
SHP-2025-0269,Export,2025-09-27,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,91500,4575,5.1,On-Time
SHP-2025-0270,Import,2025-09-28,Industrial Equipment,Busan, South Korea,Mumbai, India,327000,16350,5.4,On-Time
SHP-2025-0271,Export,2025-09-29,Electronics,Mumbai, India,New York, USA,114500,5725,3.0,Delayed
SHP-2025-0272,Import,2025-09-30,Textiles,Shanghai, China,Mumbai, India,167000,8350,4.4,On-Time
SHP-2025-0273,Export,2025-10-01,Consumer Goods,Mumbai, India,London, UK,65500,3275,2.7,On-Time
SHP-2025-0274,Import,2025-10-02,Industrial Equipment,Hamburg, Germany,Mumbai, India,307000,15350,5.1,On-Time
SHP-2025-0275,Export,2025-10-03,Electronics,Mumbai, India,Tokyo, Japan,134000,6700,3.4,On-Time
SHP-2025-0276,Import,2025-10-04,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,82500,4125,2.9,On-Time
SHP-2025-0277,Export,2025-10-05,Textiles,Mumbai, India,Dubai, UAE,104500,5225,2.4,On-Time
SHP-2025-0278,Import,2025-10-06,Electronics,Seoul, South Korea,Mumbai, India,232000,11600,4.7,Delayed
SHP-2025-0279,Export,2025-10-07,Industrial Equipment,Mumbai, India,Singapore,94500,4725,3.1,On-Time
SHP-2025-0280,Import,2025-10-08,Textiles,Dhaka, Bangladesh,Mumbai, India,120000,6000,3.6,On-Time
SHP-2025-0281,Export,2025-10-09,Consumer Goods,Mumbai, India,Sydney, Australia,84500,4225,4.0,On-Time
SHP-2025-0282,Import,2025-10-10,Electronics,Taipei, Taiwan,Mumbai, India,262000,13100,4.9,On-Time
SHP-2025-0283,Export,2025-10-11,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,182000,9100,4.2,On-Time
SHP-2025-0284,Import,2025-10-12,Consumer Goods,Bangkok, Thailand,Mumbai, India,96500,4825,3.3,Delayed
SHP-2025-0285,Export,2025-10-13,Textiles,Mumbai, India,New York, USA,157000,7850,3.8,On-Time
SHP-2025-0286,Import,2025-10-14,Industrial Equipment,Genoa, Italy,Mumbai, India,242000,12100,5.4,On-Time
SHP-2025-0287,Export,2025-10-15,Electronics,Mumbai, India,Los Angeles, USA,202000,10100,3.9,On-Time
SHP-2025-0288,Import,2025-10-16,Textiles,Istanbul, Turkey,Mumbai, India,109500,5475,4.1,On-Time
SHP-2025-0289,Export,2025-10-17,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,61500,3075,2.8,On-Time
SHP-2025-0290,Import,2025-10-18,Electronics,San Francisco, USA,Mumbai, India,272000,13600,5.0,Delayed
SHP-2025-0291,Export,2025-10-19,Industrial Equipment,Mumbai, India,Durban, South Africa,127000,6350,4.5,On-Time
SHP-2025-0292,Import,2025-10-20,Consumer Goods,Jakarta, Indonesia,Mumbai, India,70500,3525,3.5,On-Time
SHP-2025-0293,Export,2025-10-21,Textiles,Mumbai, India,Lagos, Nigeria,89500,4475,4.3,On-Time
SHP-2025-0294,Import,2025-10-22,Industrial Equipment,Yokohama, Japan,Mumbai, India,395000,19750,5.7,On-Time
SHP-2025-0295,Export,2025-10-23,Electronics,Mumbai, India,Mexico City, Mexico,154000,7700,4.8,On-Time
SHP-2025-0296,Import,2025-10-24,Consumer Goods,Manila, Philippines,Mumbai, India,62500,3125,3.7,Delayed
SHP-2025-0297,Export,2025-10-25,Textiles,Mumbai, India,Cairo, Egypt,72500,3625,3.2,On-Time
SHP-2025-0298,Import,2025-10-26,Electronics,Helsinki, Finland,Mumbai, India,207000,10350,4.6,On-Time
SHP-2025-0299,Export,2025-10-27,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,94500,4725,5.2,On-Time
SHP-2025-0300,Import,2025-10-28,Industrial Equipment,Busan, South Korea,Mumbai, India,332000,16600,5.5,On-Time
SHP-2025-0301,Export,2025-10-29,Electronics,Mumbai, India,New York, USA,117500,5875,3.1,On-Time
SHP-2025-0302,Import,2025-10-30,Textiles,Shanghai, China,Mumbai, India,172000,8600,4.5,Delayed
SHP-2025-0303,Export,2025-10-31,Consumer Goods,Mumbai, India,London, UK,67500,3375,2.8,On-Time
SHP-2025-0304,Import,2025-11-01,Industrial Equipment,Hamburg, Germany,Mumbai, India,312000,15600,5.2,On-Time
SHP-2025-0305,Export,2025-11-02,Electronics,Mumbai, India,Tokyo, Japan,137000,6850,3.5,On-Time
SHP-2025-0306,Import,2025-11-03,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,84500,4225,3.0,On-Time
SHP-2025-0307,Export,2025-11-04,Textiles,Mumbai, India,Dubai, UAE,107500,5375,2.5,On-Time
SHP-2025-0308,Import,2025-11-05,Electronics,Seoul, South Korea,Mumbai, India,237000,11850,4.8,On-Time
SHP-2025-0309,Export,2025-11-06,Industrial Equipment,Mumbai, India,Singapore,97500,4875,3.2,Delayed
SHP-2025-0310,Import,2025-11-07,Textiles,Dhaka, Bangladesh,Mumbai, India,124000,6200,3.7,On-Time
SHP-2025-0311,Export,2025-11-08,Consumer Goods,Mumbai, India,Sydney, Australia,87500,4375,4.1,On-Time
SHP-2025-0312,Import,2025-11-09,Electronics,Taipei, Taiwan,Mumbai, India,267000,13350,5.0,On-Time
SHP-2025-0313,Export,2025-11-10,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,187000,9350,4.3,On-Time
SHP-2025-0314,Import,2025-11-11,Consumer Goods,Bangkok, Thailand,Mumbai, India,99500,4975,3.4,On-Time
SHP-2025-0315,Export,2025-11-12,Textiles,Mumbai, India,New York, USA,162000,8100,3.9,Delayed
SHP-2025-0316,Import,2025-11-13,Industrial Equipment,Genoa, Italy,Mumbai, India,247000,12350,5.5,On-Time
SHP-2025-0317,Export,2025-11-14,Electronics,Mumbai, India,Los Angeles, USA,207000,10350,4.0,On-Time
SHP-2025-0318,Import,2025-11-15,Textiles,Istanbul, Turkey,Mumbai, India,114000,5700,4.2,On-Time
SHP-2025-0319,Export,2025-11-16,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,64500,3225,2.9,On-Time
SHP-2025-0320,Import,2025-11-17,Electronics,San Francisco, USA,Mumbai, India,277000,13850,5.1,On-Time
SHP-2025-0321,Export,2025-11-18,Industrial Equipment,Mumbai, India,Durban, South Africa,130000,6500,4.6,Delayed
SHP-2025-0322,Import,2025-11-19,Consumer Goods,Jakarta, Indonesia,Mumbai, India,72500,3625,3.6,On-Time
SHP-2025-0323,Export,2025-11-20,Textiles,Mumbai, India,Lagos, Nigeria,91500,4575,4.4,On-Time
SHP-2025-0324,Import,2025-11-21,Industrial Equipment,Yokohama, Japan,Mumbai, India,405000,20250,5.8,On-Time
SHP-2025-0325,Export,2025-11-22,Electronics,Mumbai, India,Mexico City, Mexico,157000,7850,4.9,On-Time
SHP-2025-0326,Import,2025-11-23,Consumer Goods,Manila, Philippines,Mumbai, India,64500,3225,3.8,On-Time
SHP-2025-0327,Export,2025-11-24,Textiles,Mumbai, India,Cairo, Egypt,74500,3725,3.3,Delayed
SHP-2025-0328,Import,2025-11-25,Electronics,Helsinki, Finland,Mumbai, India,212000,10600,4.7,On-Time
SHP-2025-0329,Export,2025-11-26,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,97500,4875,5.3,On-Time
SHP-2025-0330,Import,2025-11-27,Industrial Equipment,Busan, South Korea,Mumbai, India,337000,16850,5.6,On-Time
SHP-2025-0331,Export,2025-11-28,Electronics,Mumbai, India,New York, USA,120500,6025,3.2,On-Time
SHP-2025-0332,Import,2025-11-29,Textiles,Shanghai, China,Mumbai, India,177000,8850,4.6,On-Time
SHP-2025-0333,Export,2025-11-30,Consumer Goods,Mumbai, India,London, UK,69500,3475,2.9,Delayed
SHP-2025-0334,Import,2025-12-01,Industrial Equipment,Hamburg, Germany,Mumbai, India,317000,15850,5.3,On-Time
